Watch Time,wrist_position,value_X_Axis,value_Y_Axis,value_Z_Axis,seq,seq_num
1721412416441571500,right,-0.0561996027827262,0.0134390350431203,0.0525344125926494,seq,4.0
1721412416522502000,right,-0.0073303831741213,0.0158824957907199,0.0146607663482427,seq,5.0
1721412416535454200,right,0.0024434609804302,0.0171042270958423,0.0146607663482427,seq,6.0
1721412416565500400,right,0.0048869219608604,0.0183259565383195,0.0122173046693205,seq,7.0
1721412416588229900,right,0.0,0.0171042270958423,0.0195476878434419,seq,8.0
1721412416649235300,right,0.0012217304902151,0.0134390350431203,0.0122173046693205,seq,9.0
1721412416689093400,right,-0.0036651915870606,0.0158824957907199,0.0085521135479211,seq,10.0
1721412416722108000,right,-0.0146607663482427,0.0195476878434419,0.0061086523346602,seq,11.0
1721412416759346300,right,0.0,0.0195476878434419,0.0048869219608604,seq,12.0
1721412416777382800,right,-0.0036651915870606,0.0195476878434419,0.0122173046693205,seq,13.0
1721412416783677100,right,0.0171042270958423,0.0232128798961639,0.0134390350431203,seq,14.0
1721412416820798200,right,0.0146607663482427,0.0293215326964855,0.0244346093386411,seq,15.0
1721412416847676000,right,0.0,0.0317649915814399,0.0171042270958423,seq,16.0
1721412416898756400,right,-0.0036651915870606,0.0439822971820831,0.0232128798961639,seq,17.0
1721412416911845100,right,0.0036651915870606,0.051312681287527,0.0183259565383195,seq,18.0
1721412416951990200,right,0.0012217304902151,0.0525344125926494,0.0122173046693205,seq,19.0
1721412416967102600,right,0.0024434609804302,0.0623082555830478,0.0122173046693205,seq,20.0
1721412416982427000,right,0.0122173046693205,0.0500909499824047,-0.0012217304902151,seq,21.0
1721412416995608000,right,-0.0048869219608604,0.0488692186772823,-0.0024434609804302,seq,22.0
1721412417005612500,right,-0.0268780700862407,0.0427605658769607,-0.0097738439217209,seq,23.0
1721412417017644000,right,-0.0109955742955207,0.0415388382971286,0.0012217304902151,seq,24.0
1721412417034621000,right,0.0342084541916847,0.0403171069920063,0.0122173046693205,seq,25.0
1721412417067258900,right,0.0610865242779254,0.0561996027827262,0.0109955742955207,seq,26.0
1721412417082358400,right,0.0354301854968071,0.0794124826788902,0.0061086523346602,seq,27.0
1721412417092287100,right,-0.0048869219608604,0.0610865242779254,0.0183259565383195,seq,28.0
1721412417100370300,right,-0.0048869219608604,0.0610865242779254,0.0244346093386411,seq,29.0
1721412417115267100,right,0.0659734457731247,0.0745255574584007,0.0366519130766391,seq,30.0
1721412417133289600,right,0.1270599663257599,0.098960168659687,0.0598647929728031,seq,31.0
1721412417147305600,right,0.1514945775270462,0.0757472887635231,0.0794124826788902,seq,32.0
1721412417163320300,right,0.1148426681756973,0.0219911485910415,0.1099557429552078,seq,33.0
1721412417183914700,right,0.0769690200686454,0.1062905490398407,0.0977384373545646,seq,34.0
1721412417192882000,right,0.1356120854616165,0.1221730485558509,0.0794124826788902,seq,35.0
1721412417198899700,right,0.1123992055654525,0.0977384373545646,0.1148426681756973,seq,36.0
1721412417207881700,right,0.0794124826788902,0.1050688251852989,0.1038470938801765,seq,37.0
1721412417220898800,right,0.0024434609804302,0.1233947798609733,0.0818559452891349,seq,38.0
1721412417235952400,right,-0.0855211317539215,0.2003637999296188,0.0623082555830478,seq,39.0
1721412417252885300,right,-0.0928515195846557,0.2431243658065796,0.0916297882795333,seq,40.0
1721412417284554900,right,-0.0244346093386411,0.1734857261180877,0.1185078546404838,seq,41.0
1721412417429146900,right,0.0659734457731247,0.1685988008975982,0.1466076523065567,seq,42.0
1721412417456162400,right,0.1148426681756973,0.2125810980796814,0.1270599663257599,seq,43.0
1721412417467744000,right,0.0891863256692886,0.2064724564552307,0.1087340116500854,seq,44.0
1721412417479780700,right,0.0268780700862407,0.2076941877603531,0.0940732508897781,seq,45.0
1721412417492091400,right,-0.0659734457731247,0.171042263507843,0.0830776765942573,seq,46.0
1721412417498078700,right,-0.0048869219608604,0.1453859210014343,0.0794124826788902,seq,47.0
1721412417504094900,right,0.1209513172507286,0.1062905490398407,0.0537561401724815,seq,48.0
1721412417532243200,right,0.1624901592731475,0.0403171069920063,0.0427605658769607,seq,49.0
1721412417558427500,right,0.2064724564552307,-0.0207694191485643,0.0268780700862407,seq,50.0
1721412417566557600,right,0.3017674386501312,-0.0610865242779254,0.0452040284872055,seq,51.0
1721412417586233100,right,0.4361577928066253,-0.0818559452891349,0.0452040284872055,seq,52.0
1721412417598286600,right,0.7489207983016968,-0.1661553531885147,0.0842994004487991,seq,53.0
